ID;DESCRIPTION;Attribut1;Additional Feature;Application;Characteristic;Temp;Height;Length in mm;Rating;Material;Size;Code;Joule-integral-Nom (J);LC Risk;Maximum AC Voltage Rating;Maximum DC Voltage Rating;Maximum Power Dissipation;Mounting;Mounting Feature;Number of Terminals;Operating Temperature-Max (Cel);Operating Temperature-Min (Cel);Physical Dimension;Pre-arcing time-Min (ms);Product Diameter;Product Length;Rated Breaking Capacity (A);Rated Current (A);Rated Voltage (V);Rated Voltage(AC) (V);Rated Voltage(DC) (V)
A56;Indicator Red Slow Blow Movement 12.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;12.5A;Ceramic;5 X 20mm;e4;563J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;12.5A;;250V;125V
A57;Indicator Red Slow Blow Movement 12.5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;12.5A;Ceramic;5 X 20mm;e4;563J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;12.5A;;250V;125V
A58;Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;16A;Ceramic;5 X 20mm;e4;1272J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;16A;;250V;125V
A59;Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;16A;Ceramic;5 X 20mm;e4;1272J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;16A;;250V;125V
A60;Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;16A;Ceramic;5 X 20mm;e2;1272J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;16A;;250V;125V
A61;;Fast;;Motor Circuit;;;;;1A;Glass;5 X 15mm;;;;250V;;;;;;;;;;;;;;;;
A62;;Fast;;Motor Circuit;;;;;2A;Glass;5 X 15mm;;;;250V;;;;;;;;;;;;;;;;
A63;Indicator Holder 20A 500VAC Solder Lug Panel Mount Box Indicator ACCESSORY, Indicator HOLDER;;;;;;;;20@(CSA/UL)|10@VDEA;;5mm X 20mm|6.3mm X 32mm;;;Low;;;;Panel Mount;;;;;;;;49mm;;;;;
A64;Indicator Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-;;;;;;;;16@(CSA/UL)|10@VDEA;;6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;;;;;;;
A65;Indicator Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-;;;;;;;;16@(CSA/UL)|10@VDEA;;6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;;;;;;;
A66;Indicator Holder 20A 250VAC Solder Lug Panel Mount Box Indicator ACCESSORY;;;;;;;;20@UL|10@VDEA;;5mm X 20mm|6.3mm X 32mm;;;Low;;;;Panel Mount;;;;;;;16.2mm;45mm;;;;;
A67;Indicator Holder 20A 250VAC Quick Connect Panel Mount Box Indicator ACCESSORY;;;;;;;;20@UL|10@VDEA;;5mm X 20mm|6.3mm X 32mm;;;Low;;;;Panel Mount;;;;;;;16.2mm;46.5mm;;;;;
A68;Indicator Holder 30A 500VAC Through Hole Pin Box Indicator ACCESSORY;;;;;;;;30@(CSA/UL)|16@VDEA;;6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;14.9mm;;;;;;
A69;Indicator Holder 6.3A 250VAC Solder Through Hole Box Indicator ACCESSORY, Indicator CLIP;;;;;;;;6.3A;;5mm X 20mm;;;Low;;;;Through Hole;;;;;;;9.5mm;31mm;;;;;
A70;Indicator Holder 12A 250VAC Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER;;;;;;;;12@UL|10@VDEA;;5mm X 20mm;;;Low;;;;Through Hole;;;;;;;;31.5mm;;;;;
A71;Indicator Holder 16A 250VAC Through Hole Pin Box Indicator ACCESSORY, Indicator HOLDER;;;;;;;;16@(CSA/UL)|10@VDEA;;5mm X 20mm|6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;;45mm;;;;;
A72;Indicator Holder 10A 250VAC Panel Mount Quick Connect Box Indicators/Accessories;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Panel Mount;;;;;;;16.2mm;35.1mm;;;;;
A73;Indicator Holder 6.3A 250V Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER;;;;;;;;6.3@(CSA/UL)A;;;;;Low;;;;Through Hole;;;;;;;9.5mm;;;;;;
A74;Indicator Holder Surface Mount Tapend Reel Indicators/Accessories;;;;;;;;;;;;;Low;;;;Surface Mount;;;;;;;;12mm;;;;;
A75;Indicator Holder Surface Mount Tapend Reel Indicators/Accessories;;;;;;;;;;;;;Low;;;;Surface Mount;;;;;;;;12mm;;;;;
A76;Indicator Holder 10A 250V Snap-In Through Hole Box Indicator ACCESSORY, Indicator HOLDER;;;;;;;;10A;;5mm X 20mm;;;Low;;;;Through Hole;;;;;;;;22.5mm;;;;;
A77;Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Holder;;;;;;;;25mm;;;;;
A78;Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Holder;;;;;;;;25mm;;;;;
A79;Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Holder;;;;;;;;25mm;;;;;
A80;Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Holder;;;;;;;;25mm;;;;;
A81;Indicator Red Very Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Super Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm;Very Fast;;Motor Circuit;SUPER FAST;;20mm;5.2mm;8A;Ceramic;5x20mm;e2;8.32J;Low;250V;;2.8(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;2ms;5.2mm;20mm;1500A;8A;250V;250V;
A82;Indicator Red Very Fast Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box Electric Indicator, Super Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder;Very Fast;;Semiconductor Protection|Test Equipment;SUPER FAST;;31.8mm;6.35mm;6.3A;Glass;6.3 X 32mm;;2400J;Low;250V;;2.4(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;6.35mm  x  31.8mm;2ms;6.35mm;31.8mm;1500A;6.3A;;250V;
A83;;Fast;;Motor Circuit;;;;;4A;Glass;5 X 20mm;;;;;;0.01W;;;;;;;;;;;;;;
A84;Indicator 0.002A 250V Fast Movement 2-Pin Box Indicator;Fast;;Primary Protection In Equipment;;;;;0.002A;Glass;5 X 20mm;;;Low;250V;;1.6W;;;;;;;;;;;;;;
A85;;Fast;;Primary Protection In Equipment;;;;;0.004A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A86;;Fast;;Primary Protection In Equipment;;;;;0.007A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A87;;Fast;;Primary Protection In Equipment;;;;;0.01A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A88;;Fast;;Primary Protection In Equipment;;;;;0.014A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A89;Indicator Red Fast Movement 1A 250V Axial 5 X 20mm Glass Box Electric Indicator, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole;Fast;;Motor Circuit;VERY FAST;;22.5mm;5.4mm;1A;Glass;5 X 20mm;e3;1.13J;Low;250V;;;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;5.4mm  x  22.5mm;20ms;5.8mm;21.2(Max)mm;35A;1A;250V;250V;
A90;Indicator Red Fast Movement 1A 250V Axial 5 X 20mm Glass T/R Electric Indicator, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole;Fast;;Motor Circuit;VERY FAST;;22.5mm;5.4mm;1A;Glass;5 X 20mm;e3;1.13J;Low;250V;;;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;5.4mm  x  22.5mm;20ms;5.8mm;21.2(Max)mm;35A;1A;250V;250V;
A91;Red Indicator, 5 X 20 mm, Quick-Movement F, L, 250 VAC Electric Indicator, Fast Blow, 1.6A, 250VAC, 35A (IR), Inline/holder, 5x20mm;;;;FAST;;20mm;5.2mm;;;5x20mm;;2.94J;Low;;;;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;35A;1.6A;250V;250V;
A92;Indicator Red Fast Movement 3.15A 250V Holder Plastic 5 X 20mm Glass CCC/PSE/VDE/cULus Electric Indicator, Fast Blow, 3.15A, 250VAC, 35A (IR), Inline/holder, 5x20mm;Fast;;Primary Protection In Equipment;FAST;;20mm;5.2mm;3.15A;Glass;5x20mm;e2;16.1J;Low;250V;;2.5W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;35A;3.15A;250V;250V;
A93;Indicator Red Fast Movement 8A 250V Holder Plastic 5 X 20mm Glass PSE/VDE/cULus Electric Indicator, Fast Blow, 8A, 250VAC, 80A (IR), Inline/holder, 5x20mm;Fast;;Primary Protection In Equipment;FAST;;20mm;5.2mm;8A;Glass;5x20mm;;93.4J;Low;250V;;4W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;80A;8A;250V;250V;
A94;;;;;FAST;;20mm;5.2mm;;;5x20mm;;0.00028J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;5.2mm  x  20mm;3ms;;;35A;0.063A;250V;250V;
A95;;;;Primary Protection In Equipment;;;;;;;5 X 20mm;;;;;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A96;;Medium Time Delay;;Motor Circuit;;;;;0.63A;Glass;5 X 20mm;;;;250V;125V;0.2(Typ)W;;;;;;;;;;;;;;
A97;Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 1.6A, 250VAC, 125VDC, 1000A (IR), Inline/holder;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1000 A;Motor Circuit;MEDIUM TIME LAG;;20mm;5.2mm;1.6A;Ceramic;5 X 20mm;;3.33J;Low;250V;;0.6(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5ms;5.2mm;20mm;1000A;1.6A;;250V;125V
A98;Indicator Red Medium Time Delay Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 2.5A, 250VAC, 125VDC, 1000A (IR), Inline/holder;Medium Time Delay;RATED BREAKING CAPACITY AT 125 VDC: 1000 A;Motor Circuit;MEDIUM TIME LAG;;20mm;5.2mm;2.5A;Ceramic;5 X 20mm;;10.9J;Low;250V;125V;0.8(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5ms;5.2mm;20mm;1000A;2.5A;;250V;125V
A99;Non Resettable Indicators Electric Indicator, Medium Time Lag Blow, 4A, 250VAC, 125VDC, 1000A (IR), Inline/holder;;RATED BREAKING CAPACITY AT 125 VDC: 1000 A;;MEDIUM TIME LAG;;20mm;5.2mm;;;;;35.2J;Low;;;;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5ms;5.2mm;20mm;1000A;4A;;250V;125V
A100;Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 6.3A, 250VAC, 125VDC, 1000A (IR), Inline/holder;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1000 A;Motor Circuit;MEDIUM TIME LAG;;20mm;5.2mm;6.3A;Ceramic;5 X 20mm;;159J;Low;250V;;1.7(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5ms;5.2mm;20mm;1000A;6.3A;;250V;125V
A101;;Slow Blow;;Motor Circuit;;;;;10A;Ceramic;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A102;;Medium Time Delay;;Motor Circuit;;;;;10A;Ceramic;5 X 20mm;;;;250V;125V;2.3(Typ)W;;;;;;;;;;;;;;
A103;;Slow Blow;;Primary Protection In Equipment;;;;;4A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A104;Indicator Red Slow Blow Movement 0.08A 250V Holder Plastic 5 X 20mm Glass Box CCC/VDE/cULus Electric Indicator;Slow Blow;;Primary Protection In Equipment;;;;;0.08A;Glass;5 X 20mm;e2;;Low;250V;;1.6W;Holder;;2;;;;;5.2mm;20mm;;;;;
A105;Red Indicator, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Indicator;;;;;;;;;;;e2;;Low;;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A106;Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator;Slow Blow;;Primary Protection In Equipment;;;;;1A;Glass;5 X 20mm;;;Low;250V;;1.6W;Holder;;2;;;;;5.2mm;20mm;;;;;
A107;Indicator Red Slow Blow Movement 2A 250V Axial 5.4 X 22.5mm Glass Bulk cULus Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Through Hole;Slow Blow;;Primary Protection on PCB;TIME LAG;;22.5mm;5.4mm;2A;Glass;5.4 X 22.5mm;e3;16J;Low;250V;;1.6W;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;5.4mm  x  22.5mm;20ms;5.4mm;22.5(Max)mm;35A;2A;;250V;
A108;Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator;Slow Blow;;Primary Protection In Equipment;;;;;2.5A;Glass;5 X 20mm;e2;;Low;250V;;1.6W;Holder;;2;;;;;5.2mm;20mm;;;;;
A109;Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator;Slow Blow;;Primary Protection on PCB;;;;;4A;Glass;5 X 20mm;e2;;Low;250V;;1.6W;Holder;;2;;;;;5.2mm;20mm;;;;;
A110;Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 63A (IR), L, Inline/holder, 5x20mm;Slow Blow;;Primary Protection In Equipment;TIME LAG;;20mm;5.2mm;6.3A;Glass;5x20mm;e2;190J;Low;250V;;1.6W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;63A;6.3A;250V;250V;
A111;Red Indicator, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Indicator, Time Lag Blow, 10A, 250VAC, 100A (IR), L, Inline/holder, 5x20mm;;;;TIME LAG;;20mm;5.2mm;;;5x20mm;e2;520J;Low;;;;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;100A;10A;250V;250V;
A112;Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Glass Box PSE/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 160A (IR), L, Inline/holder, 5x20mm;Slow Blow;;Primary Protection In Equipment;TIME LAG;;20mm;5.2mm;16A;Glass;5x20mm;e2;1638J;Low;250V;;3.3(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;160A;16A;250V;250V;
A113;;;;Primary Protection In Equipment;;;;;;Glass;5 X 20mm;;;;;;;;;;;;;;;;;;;;
A114;Indicator Red Slow Blow Movement 2A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Inline/holder;Slow Blow;;Industrial Electronic;TIME LAG;;31.8mm;6.35mm;2A;Glass;6.3 X 32mm;;27J;Low;250V;;0.2(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;6.35mm  x  31.8mm;200ms;6.35mm;31.8mm;35A;2A;250V;250V;
A115;Indicator Red Slow Blow Movement 20A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 20A, 250VAC, 200A (IR), Inline/holder;Slow Blow;;Industrial Electronic;TIME LAG;;31.8mm;6.35mm;20A;Glass;6.3 X 32mm;;3520J;Low;250V;;3.3(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;6.35mm  x  31.8mm;300ms;6.35mm;31.8mm;200A;20A;250V;250V;
A116;Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic 5 X 20mm Glass Box cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 100A (IR), Inline/holder;Slow Blow;;Motor Circuit;TIME LAG;;20mm;5.2mm;1.25A;Glass;5 X 20mm;;1.54J;Low;250V;;0.288(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5000ms;5.2mm;20mm;100A;1.25A;;250V;
A117;;;;;VERY FAST;;20mm;5.2mm;;;;;0.00078J;Low;;;;;INLINE/HOLDER;;85Cel;-40Cel;5.2mm  x  20mm;120000ms;;;35A;0.05A;;250V;
A118;;;;;VERY FAST;;20mm;5.2mm;;;;;40.8J;Low;;;;;INLINE/HOLDER;;85Cel;-40Cel;5.2mm  x  20mm;120000ms;;;200A;6.3A;;250V;
A119;Indicator Red Fast Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Glass Bulk cULus Electric Indicator, Very Fast Blow, 6.3A, 250VAC, 200A (IR), Inline/holder;Fast;;Motor Circuit;VERY FAST;;20mm;5.2mm;6.3A;Glass;5 X 20mm;;40.8J;Low;250V;;0.756(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;120000ms;5.2mm;20mm;200A;6.3A;;250V;
A120;Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm CSA/UL Indicator;Slow Blow;;Motor Circuit;;;;;1A;;5 X 20mm;;;Low;250V;;0.27W;Holder;;2;;;;;5.2mm;20mm;;;;;
A121;;Slow Blow;;Motor Circuit;;;;;2.25A;Glass;5 X 20mm;;;;250V;;1.2(Typ)W;;;;;;;;;;;;;;
A122;Indicator 1A 125V Fast Movement Electric Indicator, Very Fast Blow, 1A, 125VAC, 125VDC, 100A (IR), Through Hole;Fast;RATED BREAKING CAPACITY AT 125 VDC: 100 A;Motor Circuit;VERY FAST;;8.8mm;6.4mm;1A;Ceramic;;e3;0.07J;Low;;;0.1W;;THROUGH HOLE;;125Cel;-55Cel;6.4mm  x  8.8mm;4ms;;4.6mm;100A;1A;;125V;125V
A123;Indicator 0.063A 250V Super Time Lag Movement Indicator;Super Time Lag;;Motor Circuit;;;;;0.063A;;5 X 20mm;;;Low;250V;;1.6W;;;;;;;;;;;;;;
A124;;Super Time Lag;;Motor Circuit;;;;;0.08A;;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A125;;Super Time Lag;;Motor Circuit;;;;;0.1A;;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A126;;Super Time Lag;;Motor Circuit;;;;;0.125A;;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A127;Indicator Misc, Non resettable Indicators, Red Indicators, Typ FTT 5x20 Indicator;Super Time Lag;;Motor Circuit;;;;;2.5A;Glass;5 X 20mm;;;Low;250V;;0.85(Typ)W;Holder;;2;;;;;5.2mm;20mm;;;;;
A128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A132;;;;;TIME LAG;;20mm;5.2mm;;;;e4;102J;Low;;;;;SURFACE MOUNT;;125Cel;-55Cel;5.2mm  x  20mm;20ms;;;10A;5A;;250V;
A133;Indicator Red Slow Blow Movement 5A 250V Holder Plastic 5 X 20mm Glass T/R CSA/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 10A (IR), L, Surface Mount, 5x20mm;Slow Blow;;Primary Protection on SMD PCB;TIME LAG;;20mm;5.2mm;5A;Glass;5 X 20mm;e4;102J;Low;250V;;1.6W;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;10A;5A;250V;250V;
A134;Indicator Red Slow Blow Movement 10A 250V Holder Plastic 5 X 20mm Glass T/R CSA/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 10A (IR), L, Surface Mount, 5x20mm;Slow Blow;;Primary Protection on SMD PCB;TIME LAG;;20mm;5.2mm;10A;Glass;5 X 20mm;e4;520J;Low;250V;;4W;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;10A;10A;250V;250V;
A135;Indicator SubRed Slow Blow Movement 0.1A 250V Radial 8.5 X 8.5mm Thermoplastic Bag CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 0.1A, 250VAC, 125VDC, 35A (IR), Through Hole;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Power Supply Adapter for Laptop|Primary Protection on PCB|Switching Mode Power Supply;TIME LAG;;8.5mm;8.5mm;0.1A;Thermoplastic;8.5 X 8.5mm;e3;0.08J;Low;250V;;0.17W;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;8.5mm  x  8.5mm;20ms;8.5mm;;35A;0.1A;250V;250V;125V
A136;Indicator SubRed Slow Blow Movement 2.5A 250V 8.5 X 8.5mm Thermoplastic CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 100A (IR), Through Hole;Slow Blow;;Primary Protection on PCB|Power Supply Adapter for laptop|Switching Mode Power Supply;TIME LAG;;9mm;8.5mm;2.5A;Thermoplastic;8.5 X 8.5mm;e3;32J;Low;250V;;1W;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;8.5mm  x  9mm;20ms;8.5mm;;100A;2.5A;250V;250V;
A137;Indicator SubRed Slow Blow Movement 6.3A 250V 8.5 X 8.5mm Thermoplastic Box CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 100A (IR), Through Hole;Slow Blow;;Primary Protection on PCB|Power Supply Adapter for laptop|Switching Mode Power Supply;TIME LAG;;9mm;8.5mm;6.3A;Thermoplastic;8.5 X 8.5mm;e3;262J;Low;250V;;;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;8.5mm  x  9mm;20ms;8.5mm;;100A;6.3A;250V;250V;
A138;;Slow Blow;;Motor Circuit;;;;;0.125A;Ceramic;6.3 X 32mm;;;;250V;;0.48(Typ)W;;;;;;;;;;;;;;
A139;;Slow Blow;;Motor Circuit;;;;;10A;Ceramic;6.3 X 32mm;;;;250V;;2.15(Typ)W;;;;;;;;;;;;;;
A140;Indicator Clip 10A Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP;;;;;;;;10A;;;;;Low;;;;Through Hole;;;;;;;;4.1mm;;;;;
A141;Indicator Clip 15A Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP;;;;;;;;15A;;;;;Low;;;;Through Hole;;;;;;;;7.87mm;;;;;
A142;Indicator Clip 10A Panel Mount Pin Indicator ACCESSORY, Indicator CLIP;;;;;;;;10A;;;;;Low;;;;Panel Mount;;;;;;;;5mm;;;;;
A143;Indicator Clip 30A 250VDC/250VAC Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP;;;;;;;;30A;;6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;;7.11mm;;;;;
A144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A145;Indicator Chip Very Fast Movement 1A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 1A, Surface Mount, NANO;Very Fast;;Motor Circuit;FAST;5.03mm;3.81mm;9.73mm;1A;;9.73 X 5.03 X 3.81mm;e3;;Low;;;125W;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;9.73mm  x  5.03mm  x  3.81mm;;;9.73mm;;1A;;;
A146;Indicator Chip Slow Blow Movement 1A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 1A, Surface Mount, NANO;Slow Blow;;Motor Circuit;TIME LAG;5.03mm;3.81mm;9.73mm;1A;;9.73 X 5.03 X 3.81mm;e3;;Low;;;125W;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;9.73mm  x  5.03mm  x  3.81mm;;;9.73mm;;1A;;;
A147;Indicator Chip Slow Blow Movement 2A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 2A, Surface Mount, NANO;Slow Blow;;Motor Circuit;TIME LAG;5.03mm;3.81mm;9.73mm;2A;;9.73 X 5.03 X 3.81mm;e3;;Low;;;125W;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;9.73mm  x  5.03mm  x  3.81mm;;;9.73mm;;2A;;;
A148;Indicator Chip Slow Blow Movement 3A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 3A, Surface Mount, NANO;Slow Blow;;Motor Circuit;TIME LAG;5.03mm;3.81mm;9.73mm;3A;;9.73 X 5.03 X 3.81mm;e3;;Low;;;125W;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;9.73mm  x  5.03mm  x  3.81mm;;;9.73mm;;3A;;;
